"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"47911","238661_at","MIR124-2HG","100130155","MIR124-2 host gene"
"47912","238662_at","DPH6","89978","diphthamine biosynthesis 6"
"47913","238663_x_at","GRIA4","2893","glutamate ionotropic receptor AMPA type subunit 4"
"47914","238664_s_at","MGC12916","84815","uncharacterized protein MGC12916"
"47915","238665_at","ZNF865","100507290","zinc finger protein 865"
"47916","238666_at","NA","NA","NA"
"47917","238667_at","NA","NA","NA"
"47918","238668_at","NCKAP1L","3071","NCK associated protein 1 like"
"47919","238669_at","PTGS1","5742","prostaglandin-endoperoxide synthase 1"
"47920","238670_at","RAD18","56852","RAD18 E3 ubiquitin protein ligase"
"47921","238671_at","EPHA4","2043","EPH receptor A4"
"47922","238672_at","NA","NA","NA"
"47923","238673_at","SAMD12","401474","sterile alpha motif domain containing 12"
"47924","238674_at","NA","NA","NA"
"47925","238675_x_at","BTF3L4","91408","basic transcription factor 3 like 4"
"47926","238676_at","NA","NA","NA"
"47927","238677_at","WDR36","134430","WD repeat domain 36"
"47928","238678_at","LINC01000","402483","long intergenic non-protein coding RNA 1000"
"47929","238679_at","MESD","23184","mesoderm development LRP chaperone"
"47930","238680_at","SNORA57, CSKMT","692158, 751071","small nucleolar RNA, H/ACA box 57, citrate synthase lysine methyltransferase"
"47931","238681_at","GDPD1","284161","glycerophosphodiester phosphodiesterase domain containing 1"
"47932","238682_at","CCDC96","257236","coiled-coil domain containing 96"
"47933","238683_at","ZNF524","147807","zinc finger protein 524"
"47934","238684_at","SETDB2","83852","SET domain bifurcated histone lysine methyltransferase 2"
"47935","238685_at","STXBP5-AS1","729178","STXBP5 antisense RNA 1"
"47936","238686_at","FBXO3","26273","F-box protein 3"
"47937","238687_x_at","ZNF770","54989","zinc finger protein 770"
"47938","238688_at","TPM1","7168","tropomyosin 1"
"47939","238689_at","ADGRF1","266977","adhesion G protein-coupled receptor F1"
"47940","238690_at","NA","NA","NA"
"47941","238691_at","SNHG10","283596","small nucleolar RNA host gene 10"
"47942","238692_at","ABTB3","121551","ankyrin repeat and BTB domain containing 3"
"47943","238693_at","PHC3","80012","polyhomeotic homolog 3"
"47944","238694_at","DGKE","8526","diacylglycerol kinase epsilon"
"47945","238695_s_at","RAB39B","116442","RAB39B, member RAS oncogene family"
"47946","238696_at","NA","NA","NA"
"47947","238697_at","SMIM10L2A","399668","small integral membrane protein 10 like 2A"
"47948","238698_at","CASK","8573","calcium/calmodulin dependent serine protein kinase"
"47949","238699_s_at","CASK","8573","calcium/calmodulin dependent serine protein kinase"
"47950","238700_at","PIAS2","9063","protein inhibitor of activated STAT 2"
"47951","238701_x_at","COLCA1","399948","colorectal cancer associated 1"
"47952","238702_at","SPTSSB","165679","serine palmitoyltransferase small subunit B"
"47953","238703_at","SLX9","85395","SLX9 ribosome biogenesis factor"
"47954","238704_at","NA","NA","NA"
"47955","238705_at","NA","NA","NA"
"47956","238706_at","TENT2","167153","terminal nucleotidyltransferase 2"
"47957","238707_at","NA","NA","NA"
"47958","238708_at","ZNF582-DT","386758","ZNF582 divergent transcript"
"47959","238709_at","ELP2","55250","elongator acetyltransferase complex subunit 2"
"47960","238710_at","TMEM86A","144110","transmembrane protein 86A"
"47961","238711_s_at","ZNF148","7707","zinc finger protein 148"
"47962","238712_at","NA","NA","NA"
"47963","238713_at","NA","NA","NA"
"47964","238714_at","NA","NA","NA"
"47965","238715_at","NA","NA","NA"
"47966","238716_at","FAM86B2-DT","100506990","FAM86B2 divergent transcript"
"47967","238717_at","NA","NA","NA"
"47968","238718_at","NA","NA","NA"
"47969","238719_at","PPP2CA","5515","protein phosphatase 2 catalytic subunit alpha"
"47970","238720_at","OMG, LOC101927057","4974, 101927057","oligodendrocyte myelin glycoprotein, uncharacterized LOC101927057"
"47971","238721_at","MDH1B","130752","malate dehydrogenase 1B"
"47972","238722_x_at","NAPEPLD","222236","N-acyl phosphatidylethanolamine phospholipase D"
"47973","238723_at","ATXN3","4287","ataxin 3"
"47974","238724_at","NA","NA","NA"
"47975","238725_at","IRF1","3659","interferon regulatory factor 1"
"47976","238726_at","NA","NA","NA"
"47977","238727_at","NA","NA","NA"
"47978","238728_at","MRPS23","51649","mitochondrial ribosomal protein S23"
"47979","238729_x_at","SAV1","60485","salvador family WW domain containing protein 1"
"47980","238730_at","ARHGEF11","9826","Rho guanine nucleotide exchange factor 11"
"47981","238731_at","SETDB2","83852","SET domain bifurcated histone lysine methyltransferase 2"
"47982","238732_at","COL24A1","255631","collagen type XXIV alpha 1 chain"
"47983","238733_at","MDM2","4193","MDM2 proto-oncogene"
"47984","238734_at","NA","NA","NA"
"47985","238735_at","NA","NA","NA"
"47986","238736_at","REV3L","5980","REV3 like, DNA directed polymerase zeta catalytic subunit"
"47987","238737_at","TCEANC2","127428","transcription elongation factor A N-terminal and central domain containing 2"
"47988","238738_at","NA","NA","NA"
"47989","238739_at","IPMK","253430","inositol polyphosphate multikinase"
"47990","238740_at","PTGES3L","100885848","prostaglandin E synthase 3 like"
"47991","238741_at","FAM83A","84985","family with sequence similarity 83 member A"
"47992","238742_x_at","NA","NA","NA"
"47993","238743_at","NA","NA","NA"
"47994","238744_at","DPH6","89978","diphthamine biosynthesis 6"
"47995","238745_at","NA","NA","NA"
"47996","238746_at","PXMP4","11264","peroxisomal membrane protein 4"
"47997","238747_at","CACNA1E","777","calcium voltage-gated channel subunit alpha1 E"
"47998","238748_at","RAD18","56852","RAD18 E3 ubiquitin protein ligase"
"47999","238749_at","NA","NA","NA"
"48000","238750_at","CCL28","56477","C-C motif chemokine ligand 28"
"48001","238751_at","NA","NA","NA"
"48002","238752_at","GPLD1","2822","glycosylphosphatidylinositol specific phospholipase D1"
"48003","238753_at","NCS1","23413","neuronal calcium sensor 1"
"48004","238754_at","NA","NA","NA"
"48005","238755_at","RASSF10","644943","Ras association domain family member 10"
"48006","238756_at","GAS2L3","283431","growth arrest specific 2 like 3"
"48007","238757_at","DBF4B","80174","DBF4 zinc finger B"
"48008","238758_at","NA","NA","NA"
"48009","238759_at","CCDC88A","55704","coiled-coil domain containing 88A"
"48010","238760_at","YARS1","8565","tyrosyl-tRNA synthetase 1"
"48011","238761_at","ELK4","2005","ETS transcription factor ELK4"
"48012","238762_at","MTHFD2L","441024","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like"
"48013","238763_at","RBM20","282996","RNA binding motif protein 20"
"48014","238764_at","CSAD","51380","cysteine sulfinic acid decarboxylase"
"48015","238765_at","ATP6V1G1","9550","ATPase H+ transporting V1 subunit G1"
"48016","238766_at","NA","NA","NA"
"48017","238767_at","NA","NA","NA"
"48018","238768_at","C2orf68","388969","chromosome 2 open reading frame 68"
"48019","238769_at","NA","NA","NA"
"48020","238770_at","TRMT9B","57604","tRNA methyltransferase 9B (putative)"
"48021","238771_at","NA","NA","NA"
"48022","238772_at","ZNF207","7756","zinc finger protein 207"
"48023","238773_at","METTL15","196074","methyltransferase like 15"
"48024","238774_at","NA","NA","NA"
"48025","238775_at","ITFG1","81533","integrin alpha FG-GAP repeat containing 1"
"48026","238776_x_at","OBSL1","23363","obscurin like cytoskeletal adaptor 1"
"48027","238777_x_at","ATMIN","23300","ATM interactor"
"48028","238778_at","MPP7","143098","MAGUK p55 scaffold protein 7"
"48029","238779_at","DCP2","167227","decapping mRNA 2"
"48030","238780_s_at","KCNJ5","3762","potassium inwardly rectifying channel subfamily J member 5"
"48031","238781_at","SREK1","140890","splicing regulatory glutamic acid and lysine rich protein 1"
"48032","238782_at","WDR13","64743","WD repeat domain 13"
"48033","238783_at","TMEM161B","153396","transmembrane protein 161B"
"48034","238784_at","DPY19L2","283417","dpy-19 like 2"
"48035","238785_at","NA","NA","NA"
"48036","238786_at","ANK3","288","ankyrin 3"
"48037","238787_at","DENND1B","163486","DENN domain containing 1B"
"48038","238788_at","PHB1P19","494150","PHB1 pseudogene 19"
"48039","238789_at","KANK1","23189","KN motif and ankyrin repeat domains 1"
"48040","238790_at","LOC374443","374443","C-type lectin domain family 2 member D pseudogene"
"48041","238791_at","ZNF100","163227","zinc finger protein 100"
"48042","238792_at","PCNX1","22990","pecanex 1"
"48043","238793_at","TIGD7","91151","tigger transposable element derived 7"
"48044","238794_at","SFR1","119392","SWI5 dependent homologous recombination repair protein 1"
"48045","238795_at","TASOR2","54906","transcription activation suppressor family member 2"
"48046","238796_at","NA","NA","NA"
"48047","238797_at","TRIM11","81559","tripartite motif containing 11"
"48048","238798_at","TAPT1","202018","transmembrane anterior posterior transformation 1"
"48049","238799_at","DMAC2L","27109","distal membrane arm assembly component 2 like"
"48050","238800_s_at","TUT7","79670","terminal uridylyl transferase 7"
"48051","238801_at","RBM33","155435","RNA binding motif protein 33"
"48052","238802_at","TYSND1","219743","trypsin like peroxisomal matrix peptidase 1"
"48053","238803_at","HECTD2","143279","HECT domain E3 ubiquitin protein ligase 2"
"48054","238804_at","NA","NA","NA"
"48055","238805_at","C11orf52, HSPB2-C11orf52","91894, 100528019","chromosome 11 open reading frame 52, HSPB2-C11orf52 readthrough (NMD candidate)"
"48056","238806_at","NA","NA","NA"
"48057","238807_at","ANKRD46, GAPDHP62","157567, 100128961","ankyrin repeat domain 46, glyceraldehyde 3 phosphate dehydrogenase pseudogene 62"
"48058","238808_at","HOXA13","3209","homeobox A13"
"48059","238809_at","RIMOC1","285636","RAB7A interacting MON1-CCZ1 complex subunit 1"
"48060","238810_at","RFX3","5991","regulatory factor X3"
"48061","238811_at","ATP11B","23200","ATPase phospholipid transporting 11B (putative)"
"48062","238812_at","NA","NA","NA"
"48063","238813_at","APEX2","27301","apurinic/apyrimidinic endodeoxyribonuclease 2"
"48064","238814_at","SLC35C2","51006","solute carrier family 35 member C2"
"48065","238815_at","LRRTM1","347730","leucine rich repeat transmembrane neuronal 1"
"48066","238816_at","PSEN1","5663","presenilin 1"
"48067","238817_at","RIMBP2","23504","RIMS binding protein 2"
"48068","238818_at","VIRMA","25962","vir like m6A methyltransferase associated"
"48069","238819_at","ZNF347","84671","zinc finger protein 347"
"48070","238820_at","TMEM229B","161145","transmembrane protein 229B"
"48071","238821_at","CSTF2","1478","cleavage stimulation factor subunit 2"
"48072","238822_at","NA","NA","NA"
"48073","238823_at","FMNL3","91010","formin like 3"
"48074","238824_at","RPS29","6235","ribosomal protein S29"
"48075","238825_at","GCNA","93953","germ cell nuclear acidic peptidase"
"48076","238826_x_at","WDR12","55759","WD repeat domain 12"
"48077","238827_at","SH3RF2","153769","SH3 domain containing ring finger 2"
"48078","238828_at","MFSD4B","91749","major facilitator superfamily domain containing 4B"
"48079","238829_at","NA","NA","NA"
"48080","238830_at","SOS2","6655","SOS Ras/Rho guanine nucleotide exchange factor 2"
"48081","238831_at","TMEM33","55161","transmembrane protein 33"
"48082","238832_at","KLHL34","257240","kelch like family member 34"
"48083","238833_at","NA","NA","NA"
"48084","238834_at","MYLK3","91807","myosin light chain kinase 3"
"48085","238835_at","AVPR1A","552","arginine vasopressin receptor 1A"
"48086","238836_at","NA","NA","NA"
"48087","238837_at","PHF8","23133","PHD finger protein 8"
"48088","238838_at","TCERG1","10915","transcription elongation regulator 1"
"48089","238839_at","OTX1","5013","orthodenticle homeobox 1"
"48090","238840_at","LRRFIP1","9208","LRR binding FLII interacting protein 1"
"48091","238841_at","PTPDC1","138639","protein tyrosine phosphatase domain containing 1"
"48092","238842_at","NA","NA","NA"
"48093","238843_at","NPHP1","4867","nephrocystin 1"
"48094","238844_s_at","NPHP1","4867","nephrocystin 1"
"48095","238845_at","SLC30A4","7782","solute carrier family 30 member 4"
"48096","238846_at","TNFRSF11A","8792","TNF receptor superfamily member 11a"
"48097","238847_at","HOXD10","3236","homeobox D10"
"48098","238848_at","OTUD4","54726","OTU deubiquitinase 4"
"48099","238849_at","ACY1","95","aminoacylase 1"
"48100","238850_at","LINC00461","645323","long intergenic non-protein coding RNA 461"
"48101","238851_at","ANKRD13A","88455","ankyrin repeat domain 13A"
"48102","238852_at","PRRX1","5396","paired related homeobox 1"
"48103","238853_at","RAB3IP","117177","RAB3A interacting protein"
"48104","238854_at","NRAV","100506668","negative regulator of antiviral response"
"48105","238855_at","AHNAK","79026","AHNAK nucleoprotein"
"48106","238856_s_at","PANK2","80025","pantothenate kinase 2"
"48107","238857_at","ATE1","11101","arginyltransferase 1"
"48108","238858_at","TIFA","92610","TRAF interacting protein with forkhead associated domain"
"48109","238859_at","FAM149B1","317662","family with sequence similarity 149 member B1"
"48110","238860_at","OARD1","221443","O-acyl-ADP-ribose deacylase 1"
"48111","238861_at","SSBP2","23635","single stranded DNA binding protein 2"
"48112","238862_at","MFSD4A","148808","major facilitator superfamily domain containing 4A"
"48113","238863_x_at","COG8","84342","component of oligomeric golgi complex 8"
"48114","238864_at","VWA3A","146177","von Willebrand factor A domain containing 3A"
"48115","238865_at","PABPC4L","132430","poly(A) binding protein cytoplasmic 4 like"
"48116","238866_at","ZSWIM9","374920","zinc finger SWIM-type containing 9"
"48117","238867_at","TMEM182","130827","transmembrane protein 182"
"48118","238868_at","UACA","55075","uveal autoantigen with coiled-coil domains and ankyrin repeats"
"48119","238869_at","NA","NA","NA"
"48120","238870_at","KCNK9","51305","potassium two pore domain channel subfamily K member 9"
"48121","238871_at","AFDN","4301","afadin, adherens junction formation factor"
"48122","238872_at","LINC02731","100128239","long intergenic non-protein coding RNA 2731"
"48123","238873_at","NPC1","4864","NPC intracellular cholesterol transporter 1"
"48124","238874_at","LINC00513","100506860","long intergenic non-protein coding RNA 513"
"48125","238875_at","NA","NA","NA"
"48126","238876_at","NA","NA","NA"
"48127","238877_at","EYA4","2070","EYA transcriptional coactivator and phosphatase 4"
"48128","238878_at","ARX","170302","aristaless related homeobox"
"48129","238879_at","DCUN1D1","54165","defective in cullin neddylation 1 domain containing 1"
"48130","238880_at","GTF3A","2971","general transcription factor IIIA"
"48131","238881_at","NA","NA","NA"
"48132","238882_at","NA","NA","NA"
"48133","238883_at","NA","NA","NA"
"48134","238884_at","NA","NA","NA"
"48135","238885_at","KIAA1549","57670","KIAA1549"
"48136","238886_at","TMED10","10972","transmembrane p24 trafficking protein 10"
"48137","238887_at","PARTICL","100630918","promoter of MAT2A antisense radiation-induced circulating long non-coding RNA"
"48138","238888_at","NA","NA","NA"
"48139","238889_at","AGBL5","60509","AGBL carboxypeptidase 5"
"48140","238890_at","BRWD1","54014","bromodomain and WD repeat domain containing 1"
"48141","238891_at","NA","NA","NA"
"48142","238892_at","NA","NA","NA"
"48143","238893_at","ATP2B1-AS1","338758","ATP2B1 antisense RNA 1"
"48144","238894_at","NA","NA","NA"
"48145","238895_at","NA","NA","NA"
"48146","238896_at","ST3GAL2","6483","ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"48147","238897_at","LRRC28","123355","leucine rich repeat containing 28"
"48148","238898_at","FOXP4-AS1","101060264","FOXP4 antisense RNA 1"
"48149","238899_at","NA","NA","NA"
"48150","238900_at","HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5","3123, 3125, 3126, 3127","major histocompatibility complex, class II, DR beta 1, major histocompatibility complex, class II, DR beta 3, major histocompatibility complex, class II, DR beta 4, major histocompatibility complex, class II, DR beta 5"
"48151","238901_at","LINC01133","100505633","long intergenic non-protein coding RNA 1133"
"48152","238902_at","NA","NA","NA"
"48153","238903_at","UBXN2B","137886","UBX domain protein 2B"
"48154","238904_at","NOVA2","4858","NOVA alternative splicing regulator 2"
"48155","238905_at","RHOJ","57381","ras homolog family member J"
"48156","238906_s_at","RHOJ","57381","ras homolog family member J"
"48157","238907_at","ZNF780A","284323","zinc finger protein 780A"
"48158","238908_at","NA","NA","NA"
"48159","238909_at","S100A10","6281","S100 calcium binding protein A10"
"48160","238910_at","CLUHP3","100132341","clustered mitochondria homolog pseudogene 3"
"48161","238911_at","STARD10","10809","StAR related lipid transfer domain containing 10"
"48162","238912_x_at","C9orf85","138241","chromosome 9 open reading frame 85"
"48163","238913_at","NA","NA","NA"
"48164","238914_at","DCC","1630","DCC netrin 1 receptor"
"48165","238915_at","SMIM10L1","100129361","small integral membrane protein 10 like 1"
"48166","238916_at","LINC00938","400027","long intergenic non-protein coding RNA 938"
"48167","238917_s_at","DENND5B","160518","DENN domain containing 5B"
"48168","238918_at","NA","NA","NA"
"48169","238919_at","PCDH9","5101","protocadherin 9"
"48170","238920_at","DIDO1","11083","death inducer-obliterator 1"
"48171","238921_at","LINC02604","644794","long intergenic non-protein coding RNA 2604"
"48172","238922_at","NA","NA","NA"
"48173","238923_at","SPOP","8405","speckle type BTB/POZ protein"
"48174","238924_at","BMS1P1","399761","BMS1 pseudogene 1"
"48175","238925_at","SNTB2","6645","syntrophin beta 2"
"48176","238926_at","LINC01679","101928399","long intergenic non-protein coding RNA 1679"
"48177","238927_at","NA","NA","NA"
"48178","238928_at","NA","NA","NA"
"48179","238929_at","SRSF8","10929","serine and arginine rich splicing factor 8"
"48180","238930_at","PPM1N","147699","protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"
"48181","238931_at","METTL16","79066","methyltransferase 16, N6-methyladenosine"
"48182","238932_at","TSC22D2","9819","TSC22 domain family member 2"
"48183","238933_at","IRS1","3667","insulin receptor substrate 1"
"48184","238934_at","LOC105373754","105373754","uncharacterized LOC105373754"
"48185","238935_at","RPS27L","51065","ribosomal protein S27 like"
"48186","238936_at","TMEM178B","100507421","transmembrane protein 178B"
"48187","238937_at","ZNF420","147923","zinc finger protein 420"
"48188","238938_at","NA","NA","NA"
"48189","238939_at","ADD1","118","adducin 1"
"48190","238940_at","KLF12","11278","KLF transcription factor 12"
"48191","238941_at","TRIM50","135892","tripartite motif containing 50"
"48192","238942_at","NA","NA","NA"
"48193","238943_at","FIBCD1","84929","fibrinogen C domain containing 1"
"48194","238944_at","LOC100505715","100505715","uncharacterized LOC100505715"
"48195","238945_at","ACER3","55331","alkaline ceramidase 3"
"48196","238946_at","NA","NA","NA"
"48197","238947_at","MFSD3","113655","major facilitator superfamily domain containing 3"
"48198","238948_at","TM9SF1","10548","transmembrane 9 superfamily member 1"
"48199","238949_at","RNF145","153830","ring finger protein 145"
"48200","238950_at","TNFRSF9","3604","TNF receptor superfamily member 9"
"48201","238951_at","NA","NA","NA"
"48202","238952_x_at","ZNF829","374899","zinc finger protein 829"
"48203","238953_at","SP2-AS1","100506325","SP2 antisense RNA 1"
"48204","238954_at","NA","NA","NA"
"48205","238955_at","RFTN2","130132","raftlin family member 2"
"48206","238956_at","EFNA2","1943","ephrin A2"
"48207","238957_at","PDXDC1","23042","pyridoxal dependent decarboxylase domain containing 1"
"48208","238958_at","NA","NA","NA"
"48209","238959_at","LARP4","113251","La ribonucleoprotein 4"
"48210","238960_s_at","LARP4","113251","La ribonucleoprotein 4"
"48211","238961_s_at","FNDC3A","22862","fibronectin type III domain containing 3A"
"48212","238962_at","ZNF681","148213","zinc finger protein 681"
"48213","238963_at","RBM18","92400","RNA binding motif protein 18"
"48214","238964_at","FIGN","55137","fidgetin, microtubule severing factor"
"48215","238965_at","CFAP410","755","cilia and flagella associated protein 410"
"48216","238966_at","CELF4","56853","CUGBP Elav-like family member 4"
"48217","238967_at","NA","NA","NA"
"48218","238968_at","NA","NA","NA"
"48219","238969_at","SLC66A1L","152078","solute carrier family 66 member 1 like"
"48220","238970_at","NA","NA","NA"
"48221","238971_at","NA","NA","NA"
"48222","238972_at","TRIM38","10475","tripartite motif containing 38"
"48223","238973_s_at","NA","NA","NA"
"48224","238974_at","C2orf69","205327","chromosome 2 open reading frame 69"
"48225","238975_at","MMAB","326625","metabolism of cobalamin associated B"
"48226","238976_at","NA","NA","NA"
"48227","238977_at","MCM6","4175","minichromosome maintenance complex component 6"
"48228","238978_at","NA","NA","NA"
"48229","238979_at","HPS1-AS1","101927278","HPS1 antisense RNA 1"
"48230","238980_x_at","TEPSIN","146705","TEPSIN adaptor related protein complex 4 accessory protein"
"48231","238981_at","TMEM223","79064","transmembrane protein 223"
"48232","238982_at","DENR","8562","density regulated re-initiation and release factor"
"48233","238983_at","NSUN7","79730","NOP2/Sun RNA methyltransferase family member 7"
"48234","238984_at","REG4","83998","regenerating family member 4"
"48235","238985_at","NA","NA","NA"
"48236","238986_at","LINC-PINT","378805","long intergenic non-protein coding RNA, p53 induced transcript"
"48237","238987_at","B4GALT1","2683","beta-1,4-galactosyltransferase 1"
"48238","238988_at","NA","NA","NA"
"48239","238989_at","C1GALT1C1","29071","C1GALT1 specific chaperone 1"
"48240","238990_x_at","TRIM61","391712","tripartite motif containing 61"
"48241","238991_at","ASB1","51665","ankyrin repeat and SOCS box containing 1"
"48242","238992_at","POLI","11201","DNA polymerase iota"
"48243","238993_at","NA","NA","NA"
"48244","238994_at","OTUD7B","56957","OTU deubiquitinase 7B"
"48245","238995_at","SULT1A1","6817","sulfotransferase family 1A member 1"
"48246","238996_x_at","ALDOA","226","aldolase, fructose-bisphosphate A"
"48247","238997_at","PSORS1C3","100130889","psoriasis susceptibility 1 candidate 3"
"48248","238998_x_at","OTUD1","220213","OTU deubiquitinase 1"
"48249","238999_at","AVIL","10677","advillin"
"48250","239000_at","BRD4","23476","bromodomain containing 4"
"48251","239001_at","MGST1","4257","microsomal glutathione S-transferase 1"
"48252","239002_at","ASPM","259266","assembly factor for spindle microtubules"
"48253","239003_at","NA","NA","NA"
"48254","239004_at","SQSTM1","8878","sequestosome 1"
"48255","239005_at","NA","NA","NA"
"48256","239006_at","SLC26A7","115111","solute carrier family 26 member 7"
"48257","239007_at","ZNF616","90317","zinc finger protein 616"
"48258","239008_at","NA","NA","NA"
"48259","239009_at","NA","NA","NA"
"48260","239010_at","NA","NA","NA"
"48261","239011_at","PRKCE","5581","protein kinase C epsilon"
"48262","239012_at","RNF144B","255488","ring finger protein 144B"
"48263","239013_at","SEC22C","9117","SEC22 homolog C, vesicle trafficking protein"
"48264","239014_at","CCAR1","55749","cell division cycle and apoptosis regulator 1"
"48265","239015_at","THAP7-AS1","439931","THAP7 antisense RNA 1"
"48266","239016_at","NA","NA","NA"
"48267","239017_at","NA","NA","NA"
"48268","239018_at","DNAJC30","84277","DnaJ heat shock protein family (Hsp40) member C30"
"48269","239019_at","KLF12","11278","KLF transcription factor 12"
"48270","239020_at","FUT10","84750","fucosyltransferase 10"
"48271","239021_at","TLR6","10333","toll like receptor 6"
"48272","239022_at","NA","NA","NA"
"48273","239023_at","CDC42SE1","56882","CDC42 small effector 1"
"48274","239024_at","ZNF148","7707","zinc finger protein 148"
"48275","239025_at","LOC105379448","105379448","uncharacterized LOC105379448"
"48276","239026_x_at","AGAP3","116988","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"48277","239027_at","DOCK8","81704","dedicator of cytokinesis 8"
"48278","239028_at","LYPD6","130574","LY6/PLAUR domain containing 6"
"48279","239029_at","TMCC1","23023","transmembrane and coiled-coil domain family 1"
"48280","239030_at","NA","NA","NA"
"48281","239031_at","SSTR2","6752","somatostatin receptor 2"
"48282","239032_at","NA","NA","NA"
"48283","239033_at","NA","NA","NA"
"48284","239034_at","LINC01560","203414","long intergenic non-protein coding RNA 1560"
"48285","239035_at","MTHFR","4524","methylenetetrahydrofolate reductase"
"48286","239036_at","AGO1, AGO3","26523, 192669","argonaute RISC component 1, argonaute RISC catalytic component 3"
"48287","239037_at","GNAS","2778","GNAS complex locus"
"48288","239038_at","C1orf52","148423","chromosome 1 open reading frame 52"
"48289","239039_at","ANGPTL2","23452","angiopoietin like 2"
"48290","239040_at","HNRNPD","3184","heterogeneous nuclear ribonucleoprotein D"
"48291","239041_at","H2AC15","8330","H2A clustered histone 15"
"48292","239042_at","TSR1","55720","TSR1 ribosome maturation factor"
"48293","239043_at","ZNF404","342908","zinc finger protein 404"
"48294","239044_at","ITFG1","81533","integrin alpha FG-GAP repeat containing 1"
"48295","239045_at","NA","NA","NA"
"48296","239046_at","NA","NA","NA"
"48297","239047_at","PABIR3","159091","PABIR family member 3"
"48298","239048_at","NA","NA","NA"
"48299","239049_at","CRIPT","9419","CXXC repeat containing interactor of PDZ3 domain"
"48300","239050_s_at","CRIPT","9419","CXXC repeat containing interactor of PDZ3 domain"
"48301","239051_at","FAM21EP","100421577","family with sequence similarity 21, member A pseudogene"
"48302","239052_at","NA","NA","NA"
"48303","239053_at","CIAO1","9391","cytosolic iron-sulfur assembly component 1"
"48304","239054_at","SFMBT1","51460","Scm like with four mbt domains 1"
"48305","239055_at","NA","NA","NA"
"48306","239056_at","SEC22C","9117","SEC22 homolog C, vesicle trafficking protein"
"48307","239057_at","LMOD2","442721","leiomodin 2"
"48308","239058_at","FOXC2","2303","forkhead box C2"
"48309","239059_at","DNAH1","25981","dynein axonemal heavy chain 1"
"48310","239060_at","NA","NA","NA"
"48311","239061_at","TPRXL","348825","tetrapeptide repeat homeobox like (pseudogene)"
"48312","239062_at","NA","NA","NA"
"48313","239063_at","LOC105371932","105371932","uncharacterized LOC105371932"
"48314","239064_at","NA","NA","NA"
"48315","239065_at","DNAJC22","79962","DnaJ heat shock protein family (Hsp40) member C22"
"48316","239066_at","NA","NA","NA"
"48317","239067_s_at","PANX2","56666","pannexin 2"
"48318","239068_at","GNL1","2794","G protein nucleolar 1 (putative)"
"48319","239069_s_at","NA","NA","NA"
"48320","239070_at","NA","NA","NA"
"48321","239071_at","RBBP4","5928","RB binding protein 4, chromatin remodeling factor"
"48322","239072_at","EMB","133418","embigin"
"48323","239073_at","ANKFY1","51479","ankyrin repeat and FYVE domain containing 1"
"48324","239074_at","GRAPL","400581","GRB2 related adaptor protein like"
"48325","239075_at","NA","NA","NA"
"48326","239076_at","NA","NA","NA"
"48327","239077_at","CSGALNACT2","55454","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"48328","239078_at","BROX","148362","BRO1 domain and CAAX motif containing"
"48329","239079_at","ADAM7","8756","ADAM metallopeptidase domain 7"
"48330","239080_at","NA","NA","NA"
"48331","239081_at","NA","NA","NA"
"48332","239082_at","FZD3","7976","frizzled class receptor 3"
"48333","239083_at","ZNF786","136051","zinc finger protein 786"
"48334","239084_at","SNAP29","9342","synaptosome associated protein 29"
"48335","239085_at","JDP2","122953","Jun dimerization protein 2"
"48336","239086_at","IDNK","414328","IDNK gluconokinase"
"48337","239087_at","ANKS4B","257629","ankyrin repeat and sterile alpha motif domain containing 4B"
"48338","239088_at","NA","NA","NA"
"48339","239089_at","NA","NA","NA"
"48340","239090_at","FAM161A","84140","FAM161 centrosomal protein A"
"48341","239091_at","NA","NA","NA"
"48342","239092_at","ITGA8","8516","integrin subunit alpha 8"
"48343","239093_at","HOGA1","112817","4-hydroxy-2-oxoglutarate aldolase 1"
"48344","239094_at","NA","NA","NA"
"48345","239095_at","GRIN2B","2904","glutamate ionotropic receptor NMDA type subunit 2B"
"48346","239096_at","NA","NA","NA"
"48347","239097_at","FRRS1L","23732","ferric chelate reductase 1 like"
"48348","239098_at","KCNRG","283518","potassium channel regulator"
"48349","239099_at","LOC105370834","105370834","uncharacterized LOC105370834"
"48350","239100_x_at","PCNX1","22990","pecanex 1"
"48351","239101_at","ITCH","83737","itchy E3 ubiquitin protein ligase"
"48352","239102_s_at","NA","NA","NA"
"48353","239103_at","NA","NA","NA"
"48354","239104_at","ARAP2, LOC439933","116984, 439933","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2, uncharacterized LOC439933"
"48355","239105_at","NA","NA","NA"
"48356","239106_at","CA5BP1","340591","carbonic anhydrase 5B pseudogene 1"
"48357","239107_at","ZNF280D, TCF12-DT","54816, 145783","zinc finger protein 280D, TCF12 divergent transcript"
"48358","239108_at","FAR2","55711","fatty acyl-CoA reductase 2"
"48359","239109_at","NA","NA","NA"
"48360","239110_s_at","NA","NA","NA"
